paragraphs,reference_summary
"Wasana para rêsi gêntos-gêntos tumolih dhatêng Duryudana, ngandikakakên sawarnining lêlampahanipun tiyang ingkang sami manggih asor amargi kasasarakên dening kumlungkungipun. Maharsi Naradha ngantos dangu anggènipun angasih-asih supados Duryudana miturut dhatêng pamrayogining mitra-mitranipun ingkang sami sae pangangkahipun, nanging tanpa damêl kemawon. Ing nalika wau Prabu Drêtarastra mangasih-asih dhatêng Sri Krêsna supados Sri Krêsna angrêmbagi dhatêng putranipun kang sasar tuwin awon punika. Mila Sri Krêsna lajêng anyêlaki Duryudana, sarta alon pangandikanipun, mrayogèkakên Duryudana;","Maharsi Naradha nganjurake Duryudana supaya ngrungokake pamrayoginipun para mitra, nanging Sri Krêsna ngelingake supaya ora nindakaké kekerasan marang Pandhawa."
"ambirata ardanipun lajêng arukunan kalayan Pandhawa, manawi kalampahan makatên, kajawi adamêl kamulyanipun sadaya, ugi sampun angèstokakên dhawuhing rama ibu. Andikanipun Krêsna:""o prabu anom, karsanipun kang rama pinituhua, paduka arukuna kalayan Pandhawa, dhuh ulu-uluning băngsa Kuru, agêng kanugrahan ingkang badhe andika panggih, sintên ingkang botên adil, punika nyamêktani asoring prangipun. Andika sampun ngantos dados jalaran karisakaning para kadang warga, sarta para senapati andika, murih wadya andika sampun dados sêksi, manawi andika ingkang anyirnakakên băngsa andika piyambak, sarta anêlasakên kêkiyataning prangipun. Sarana pambiyantuning Pandhawa andika badhe kalampahan jumênêng nata binathara, bilih andika rêrukunan kalihan Pandhawa sarta pamrayogining para mitra, sampun saèstu andika badhe manggih kamulyan salaminipun.;","Sri Krêsna ngajak Duryudana rukun karo Pandhawa supaya bisa ngasilake kamulyan, lan ngelingake supaya ora nyebabake kerusuhan."
"Sang Bisma sumambung, mangarih-arih dhatêng Duryudana supados sampun anjêngkangakên rama ibu dhatêng samodraning kasangsaran. Ing nalika wau Drona, Widura, tuwin Sang Drêtarastra piyambak, lajêng Bisma tuwin Drona malih, sadaya tansah sami pêpèngêt kalayan têmbung arum sarta angatos-atos. Ewadene  botên wontên ingkang katurut, malah sugal wangsulanipun, Duryudana pratela manawi botên kalintu. Sarta lajêng angambali malih wicantênipun:""o: Madawa, sadangunipun kula taksih gêsang, sampun ingkang sapalihing nagari, nadyan siti namung sapucuking dom kula botên badhe anglilahakên dhatêng Pandhawa."" Wêngis wangsulanipun Kesawa:""he, dados jêngandika badhe adamêl karisakaning para senapati, andika dalasan para nayaka andika tamtu badhe nandhang karisakan. O: Duryudana, dados jêngandika angkahi pusakanipun Pandhawa, sanadyan panêdhanipun Pandhawa kalayan panalăngsa, punapa anggèn jêngandika nglilahakên manawi andika sampun sirna."" Sanalika wau Duryudana mêdal saking sitibêntar kalayan sakalangkung runtik, ngantos atilar kasusilan dhatêng para pinisêpuh, lajêng katutwingking dening para ari saha para ingkang sami angrojongi piawonipun. Wasudewaputra mrayogèkakên supados sang prabu amikut Duryudana, Dusasana, Sangkuni tuwin Karna, lajêng kapasrahna bandan dhatêng Pandhawa, murih băngsa satriya sampun ngantos manggih karisakan.;","Bisma ngelingake Duryudana supaya ora nerusaké permusuhan marang Pandhawa, nanging Duryudana tetep ngandelke pandangane dhewe, sing akhirnya nyebabake kerusuhan."
" Ananging Prabu Drêtarastra nêdya ngupados pangayoman kang wêkasan, animbali kang garwa Dèwi Gêndari, kadhawahan angèngêtakên putranipun kang wangkal punika, mila Duryudana lajêng katimbalan kang ibu supados wangsul, paraupanipun Duryudana katingal marbabang angatirah labêt saking sangêting napsunipun. Kadospunapa ngarah-arah saha alusing dhawuhipun kang ibu, anggènipun angarih-arih supados miturut sapamrayoginipun Sri Krêsna. Ananging Duryudana botên mangsuli, amung lajêng kesah kalayan botên anguncupakên asta, pinilaur angrungkêpi sêdyanipun ingkang kirang prayogi. Satyaki priksa larabipun Duryudana, bilih badhe anandukakên cidra, mila lajêng matur dhatêng Kesawa, Drêtarastra tuwin Widura, bilih Duryudana nêdya amikut ingkang paningalipun kadi sêkar tunjung. Pangandikanipun Sang Bisma: Duryudana sagolonganipun kadidene tiyang ewah, utawi lare alit, dene latu agêng murub badhe kacêpêng kalihan sinjangipun. Kesawa matur dhatêng Prabu Drêtarastra: supados sêdyanipun Duryudana makatên wau sampun pinambêngan, sarta Krêsna sagah, botên badhe amalês. Ing nalika wau Duryudana anglêmpakakên para ari tuwin wadyanipun lajêng kairit dhatêng sitiluhur. Kang rama punapadene Widura sami nyariyosakên kasêktènipun Sri Krêsna, bilih botên wontên tiyang ingkang sagêd amikut Kesawa manawi botên dados kaparêngipun piyambak.;","Prabu Drêtarastra ngupados pangayoman marang Duryudana, nanging Duryudana ora gelem miturut dhawuhipun, lan njalari masalah marang Sri Krêsna lan Kesawa."
"Sang Kesawa anolèh dhatêng Duryudana, lajêng ngandika: hèh Suyudana, amarga sira korup dening para cidra, dadi sira anduga yèn ingsun ijèn, mulane sira darbe pangangkah nêdya marăngka marang ingsun, sawuse sira cêkêl sarana kêkuwatan gêdhe. Nanging sumurupa, para Pandhawa sakèh para wrêsni, lan sagung para băngsa andaka, padha anèng kene kabèh. Apadene para aditya, rudra, para rêsi sarta sara wasu, kabèh padha anèng kene. Sasampunipun ngandika makatên Sang Kesawa angèsêmi dhatêng mêngsahipun ingkang sakalangkung alitipun wau. Ing nalika punika sariranipun Krêsna mêdal para dewa ingkang wujudipun mawarni-warni, angêpang panjênênganipun kadi srêngenge kalangan, Arjuna katingal wontên kiwanipun, dene Baladewa ing kanan, Pandhawa sakawan wontên ing wingkingipun. Ing gêgana kaèbêkan suwantêning têngara prang, tambur, bêdhug, salumprèt tuwin sapanunggilanipun malih, punapadene lajêng jawah sêkar. Ingkang saya adamêl gawoking akathah, dene sadaya wau lajêng ical sami sanalika. Kesawa mêdal saking sitinggil, amurugi ratanipun ingkang pinulas pêthak. Drêtarastra tut wuntat, sarwi angrêrapu kalayan sakalangkung prihatos, tansah sêsambat anggènipun botên sagêd anata putranipun.; ","Sang Kesawa ngandhani Duryudana babagan tindak tanduke, ngandharake pangorbanan lan pangadeg kakuatanipun ingkang mbingungake."
" Wangsulanipun Sri Krêsna dhatêng sang prabu punapadene dhatêng para senapati lajêng kacêkak kemawon: jêngandika sampun anyipati piyambak kados kawontênaning lêlampahan ing pakêmpalanipun băngsa Kuru, kados punapa piawonipun Duryudana, ngantos kados tiyang ngulandara ingkang botên angsal panggulawênthah, dene anilar pasamuwan kalihan tanpa tata krama.pramila kula nyuwun pamit dhatêng jêngandika sadaya, kaparênga lajêng badhe wangsul pinanggih Yudhisthira.Sasampunipun pamitan ingkang damêl girising kathah wau, Sri Krêsna manthuk lajêng minggah ing ratanipun, rata lumampah kampir ing padalêmanipun Widura, nêdya pamit Dèwi Kunthi, ingkang dahat mangajab inggala prang. Sarêng lampahing rata sampun sawêtawis têbih Sri Krêsna lajêng manguwuh dhatêng Karna kaajak nunggil sarata. Lêstantun lampahing rata anilar băngsa Kuru ingkang sawêg sami prihatos. Pangangkahipun anggènipun badhe angrukunakên sampun têtela botên sagêd kasêmbadan. Samangke sampun tamtu kalampahan badhe yudabrata.;","Sri Krêsna ngandhani Prabu Drêtarastra lan para senapati bab kabijakan Duryudana, nyaranake supaya para Pandhawa menehi pangapunten marang Duryudana."
"Sapêngkêripun Sri Krêsna, Sang Bisma punapadene Drona, angarih-arih dhatêng Duryudana supados rukun kalihan Pandhawa. Sakalihanipun anêmtokakên manawi Pandhawa badhe sêtyatuhu dhatêng Duryudana, ewadene mêksa botên keguh. Kadospunapa gênging prihatosipun, dene sariranipun, kapêksa prang amêngsah Pandhawa, ing măngka saking andikanipun Drona piyambak, sihipun dhatêng Arjuna angungkuli putranipun piyambak. Lêrês sariranipun sampun sami sêpuh, ingkang tamtu badhe tumuntên sawarga, ananging Duryudana, ingkang sawêg anêdhêng taruna, dene ambêkta mitra-mitranipun, kaprabonipun tuwin gêsangipun dhatêng bêbaya agêng.; ","Sri Krêsna lan Sang Bisma ngingetake Duryudana supaya rukun karo Pandhawa, nanging Duryudana tetep milih cara sing ora bener lan nyebabake kerusuhan."
"Kalamăngsa wontên tiyang pitakèn, kadospundi dene Sang Bisma botên ambiyantu Pandhawa, sarta anglabêti tiyang ingkang sinihan ing para dewa. Măngka kadospunapa bêktinipun Sang Bisma dhatêng Sri Krêsna, dene ngantos kadugi anjêmparing panjênênganipun. Punapamalih Sang Bisma ingkang sugêngipun kangge amujudakên darma, adil, tuwin sêtya, kalampahan mêmêngsahan kalihan Sri Krêsna, jiwaning sadaya dumados, ingkang ambiyantu Pandhawa. Punapa botên sampun têtela, manawi Sang Bisma panjanmaning darma, ingkang ujwalanipun saya anêlahi sarêng dumugi lêlampahan ingkang wêkasan punika.;","Sang Bisma tetep setya marang dharma, nanging ora nulungi Pandhawa amarga kepatuhane marang tugas moral sing luwih dhuwur."
"Makatên  ugi Maharsi Drona, panjênênganipun ingkang amarah dhatêng Sang Arjuna, ingkang sihipun sampun tanpa timbang ing dunya, kadospundi têka kadugi amêngsah kalihan katrêsnanipun wau. Kawuningana sagunging cobi ingkang dhumawah ing sawanci-wanci sanadyan awujud sangsara punapa pêpêjah, punika botên parlu karaosakên, nanging kawajiban kêdah karampungakên, ing atasipun satriya. Miturut anggêr-anggêring gêsang, ingkang pêrlu piyambak punika prang anglabêti ratu tuwin praja wutah rahipun. Badan ingkang rinasuk dening Bisma tuwin Drona, punika têtela sampun kapotangan dening Drêtarastra saha para putranipun. Kêkalihipun kawulanipun, nayakanipun, tuwin têtarosanipun. Sadangunipun taksih sami sugêng kêdah anambut karya rumêksa, tuwin kêdah prang, botên kenging maèlu papa sangsaranipun. Nadyan risak panggalihipun tuwin sugêngipun, Sang Bisma punapadene Sang Drona, botên badhe sumimpang saking kawajibanipun. Sariranipun Bisma tuwin Drona, sampun kapotangan, mila inggih sariranipun ingkang kêdah kasaurakên. Sihipun, pangajêng-ajêngipun, sarta bêktinipun lêstantun dhatêng Sri Krêsna, dalah para mitranipun. ;","Drona, kanthi kekuwatan lan katresnane, tetep nglaksanakake kewajiban moral kanggo ngelawan Duryudana lan mbantu Pandhawa ing perang."
"Ananging kêkiyataning sariranipun, karosaning astanipun punika kaangge lumawan prang, sarta kalimpatanipun tuwin pangwasa anggènipun anênuntun, punika kapasrahakên wontên sangandhaping padanipun narendra ingkang sampun dipun suwitani. Kêkalihipun wau ingkang rinungkêban amung kautamèn, mila sarêng sampun têtela badhe prang, kêkalihipun wau amung badhe prang angurêbi panggenan ing pundi karma anggènipun andèkèkakên sariranipun, mila kalampahan ing lair prang mêngsah Kesawa ingkang sangêt dipun trêsnani. Pangajêng- ajêngipun, salêbêting băndayuda sagêda kataman jêmparingipun, sarta sagêda kataton ingkang jalaraning tatu wau saking sih.;",Duryudana tetep nemoni kahanan sing angel amarga pilihan lan cara tindak tanduke sing njalari akibat sing abot.
"Kadospundi kawontênanipun Sri Krêsna kalihan Sang Karna ingkang nunggil sarata, sarêng sampun sawatawis dangu lampahipun, punika sakalangkung anèh, amargi wiwitipun ingkang sami karêmbag punika lêlampahan sampun kapêngkêr dangu.;",Perjalanan Sri Krêsna karo Karna dadi aneh amarga pertemuan lan pangeling-eling sadurunge.
"Jêngandika punapa taksih èngêt, kadospundi Rêsi Druwasa anggènipun amêjang dhatêng Dèwi Kunthi, inggih punika măntra pangirupanipun salah satunggaling dewa, supados aparing putra. Botên watawis dangu saking anggènipun kawêjang, inggih punika sadèrèngipun dhaub kalihan Prabu Pandhu, amargi sampun limrah kados manahaning pawèstri, sêngsêm anyumêrêpi sadhengah  ingkang katêmbèn, saha kirang pangatos-atos, Dèwi Kunthi nêdya anandukakên pangwasanipun, măntra kawatêk sarwi anyêbut asmanipun dewaning srêngenge.;","Rêsi Druwasa ngaturake mantra supaya Dèwi Kunthi bisa nduweni putra, sing banjur ngandhut Karna saka Bathara Surya."
" Sarêng Bathara Surya katingal, Dèwi Kunthi sakalangkung maras ing galih, Bathara Surya katundhung sarta sampun paring putra. Kunthi rumaos anggènipun kapilarèn, mila nyuwun pangaksama. Ananging dewaning srêngenge katangsulan dening pangwasaning măntra, mila Dèwi Kunthi lajêng anglairakên putra sakalangkung bagus, sarta katingal santosa, saha sampun angrasuk kotang kodrating dewa. Awit saking dhawuhipun Bathara Surya, lare katilar, wêkasan dipun panggih dening Rada, semahipun kusir Adirata, ingkang sangêt trêsnanipun saha dipun gêmatèni ngantos diwasa, inggih punika Karna.  Sri Krêsna angèngêtakên, bilih ibunipun Karna ingkang sayêktos punika Dèwi Kunthi, dados sudarmanipun ing lair punika Pandhu, mila Kesawa cariyos manawi Sang Karna têtela kadangipun Pandhawa ingkang sêpuh piyambak, awit saking punika Karna nêdya kaajak dhatêng Pandhawa. Sri Krêsna badhe nyariyosakên lêlampahan wau dhatêng Pandhawa, tamtu para Pandhawa lajêng anyungkêmi padanipun kadi sumêmbah ing ratu, sarta tamtu lajêng kajumênêngakên nata.; ","Dèwi Kunthi ora ngira manawa putra sing lahir saka Bathara Surya yaiku Karna, lan Sri Krêsna ngandhani Pandhawa bab asal-usulé Karna."
"Punapadene para Pandhawa sawadyabala, sarta sariranipun, badhe ambiyantu dhatêng Sang Karna, mila tamtu badhe sagêd mangrèh bawana tanpa tandhing, sarta nampèni bêktining para kadangipun nèm. Wangsulanipun Karna alus nanging cêtha, sariranipun sampun suminggah saking kaprabon, tuwin anêtah punapa sababipun Kunthi sampun ambucal piyambakipun, ingkang lêrêsipun dados putranipun Pandhu pambajêng. Karna sampun botên kadugi anyambêt talining pasadhèrèkan ingkang sampun kapêdhot dening Kunthi, Karna lair batos sampun narimah, dados sutanipun Adirata tuwin Rada, inggih punika tiyang ingkang angopèni sariranipun wiwit alit, anênuntun sarêng sampun nêdhêng nèm-nèman, punapadene amulang muruk kadosdene guru. Garwanipun saking pamilihipun Adirata, ingkang samangke sampun apêputra tuwin wayah, dados sariranipun sampun katangsulan dening tali kulawarga tuwin băngsa sih tuwin sêtya. Makatên ugi dhatêng Duryudana, ingkang sampun angganjar kaprabon, dados sampun katangsulan ing bênang panuwun. Samangke Duryudana kamanah pinuju kasusahan amargi amangun prang, măngka piyambakipun piniji aprang tandhing kalihan Arjuna. Mila ingkang prayogi piyambak prakawis punika sampun ngantos kawêdhar, mindhak  para Pandhawa botên purun prang kalihan piyambakipun, saha botên purun jumênêng nata. Măngka manawi piyambakipun nampèni nagari, botên wande inggih badhe kaaturakên dhatêng Duryudana.;","Pandhawa siap mbantu Karna, nanging Karna ora gêlêm pêrang amarga ngêrti asal-usulè."
"Yudhisthira sampun sayogi jumênêng nata, sarta sampun wênang amêngku nagari. Têgal paprangan punika amung badhe dados papan panggenan sêsaji, dene sajènipun para senapati, para ulu-uluning agami, utawi para prajurit, dene jêmparing minăngka pirantosing sêsaji. Sariranipun piyambak tamtu badhe sirna dening Pandhawa, Duryudana sarta Dusasana badhe kasoran dening Bima. Karna anglairakên piduwunging panggalih anggènipun sampun nate angungêli awon dhatêng Pandhawa, ananging lajêng katutup dening pamujinipun, mugi-mugi wadyabala agêng băngsa satriya sami lena wontên paprangan ing têgal ingkang sukci piyambak ing atasing tri bawana, inggih punika ing Têgal Kurusetra. O: Kesawa, kang paningalipun kadi sêkar tunjung, ing ngriku punika wontên pangwasa paduka, mugi paduka angayomi, murih băngsa satriya, kawasa tampi kamulyaning swarga, dhuh pêpêthinganing băngsa Wrêsni. ;","Yudhisthira siyap ngladèni nêgara, pêrang dadi ajang pangorbanan."
"Wangsulanipun Sri Krêsna kalayan têmbung arum, mratelakakên bilih prang agêng punika minăngka wêkasaning jaman Krita, Treta tuwin Dwaparayoga, lajêng mêling dhatêng Karna supados cariyos dhatêng Bisma, Drona, Krêpa, manawi pitung dintên malih badhe wulan purnama, punika ingkang prayogi tuwin migunani, kangge wiwitaning prang, murih para prajurit ingkang pêjah wontên ing paprangan, sagêd anginggahi alam kang mulya. Amargi putusaning para dewa wêkdal sami arêrêmbagan, para băngsa satriya badhe sami kasingkirakên saking ing dunya, manawi sampun angancik wiwitaning jaman Kaliyuga. Nalika Karna asung urmat dhatêng Kesawa, pamit badhe pêpisahan, sarwi nyariyosakên sawangan ing dalêm gaib, manawi Pandhawa ingkang badhe unggul, wadyanipun Duryudana ingkang botên pêjah amung Aswatama, Krêpa, tuwin Kartamarma. Sasampunipun cariyos makatên, Karna lajêng tumolèh malih anglairakên panglinggamurdanipun dhatêng Sri Krêsna. Dhuh Krêsna, bilih kula tuwin paduka sami botên sirna ing paprangan, ingkang dados panglêburanipun para senapatining băngsa Arya, mugi kula sagêda pinanggih malih kalihan paduka wontên ing ngriki. O: prajurit linangkung, botên makatên, tamtu kula badhe pêpanggihan ing kaswargan, dhuh: kang tan kalepetan ing dosa, sampum cêtha pamawas kula, bilih amung sagêd pêpanggihan  ing kaswargan.;",Sri Krêsna nêrangake pêrang minangka pungkasaning jaman Kaliyuga.
" Sasampunipun Karna wicantên makatên, Karna kalihan Krêsna lajêng sami asêsalaman, Karna mandhap saking ratanipun Krêsna, nuntên nitih ratanipun piyambak, ingkang sinêkar ing jêne pinatik ing sêsotya nawarêtna, wangsul kalihan anawung duhkita, dene Krêsna lêstantun lampahipun dhatêng Pandhawa. Inggih punika wêkasanipun Karna pêpanggihan kalihan Krêsna, sadèrèngipun ajêng- ajêngan wontên ing Têgal Kurusetra.; ","Karna pamit saka Krêsna, tetep sêtya nganti pêrang ing Kurusètra."
